time_period,time_identifier,geographic_level,country_code,country_name,gender,subject,mode_of_study,level,domicile,t_students
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Part-time,Total Undergraduate,UK students,192735
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Overseas students,137275
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,Total,959845
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,First degree,UK students,822575
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and Others,Overseas students,102085
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and Others,Total,304250
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Masters and Others,UK students,202165
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Overseas students,10790
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,Total,177100
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Other Undergraduate,UK students,166305
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Overseas students,19945
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,Total,50490
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,PhD and equivalent,UK students,30545
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Overseas students,270095
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,Total,1491685
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total,UK students,1221585
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,Overseas students,122030
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,Total,354740
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Postgraduate,UK students,232705
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,Overseas students,148065
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,Total,1136945
201819,Academic year,National,K02000001,United Kingdom,Female,Total,Total,Total Undergraduate,UK students,988880
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,Overseas students,117565
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,Total,672130
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,First degree,UK students,554565
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and Others,Overseas students,65775
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and Others,Total,115710
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Masters and Others,UK students,49935
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,Overseas students,4685
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,Total,58410
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Other Undergraduate,UK students,53725
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,Overseas students,20775
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,Total,41275
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,PhD and equivalent,UK students,20500
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Overseas students,208795
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,Total,887525
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total,UK students,678725
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,Overseas students,86550
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,Total,156985
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Postgraduate,UK students,70440
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Overseas students,122245
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,Total,730535
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Full-time,Total Undergraduate,UK students,608290
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Overseas students,2795
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,Total,78220
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,First degree,UK students,75410
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and Others,Overseas students,9625
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and Others,Total,80550
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Masters and Others,UK students,70925
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Overseas students,4220
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,Total,62345
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Other Undergraduate,UK students,58040
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Overseas students,2265
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,Total,11345
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,PhD and equivalent,UK students,9080
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Overseas students,18905
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,Total,232360
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total,UK students,213455
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Overseas students,11890
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,Total,91895
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Postgraduate,UK students,80005
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Overseas students,7015
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,Total,140465
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Part-time,Total Undergraduate,UK students,133450
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Overseas students,120360
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,Total,750330
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,First degree,UK students,629975
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and Others,Overseas students,75400
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and Others,Total,196260
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Masters and Others,UK students,120860
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,Overseas students,8905
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,Total,120670
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Other Undergraduate,UK students,111765
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,Overseas students,23040
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,Total,52620
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,PhD and equivalent,UK students,29580
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Overseas students,227700
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,Total,1119885
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total,UK students,892180
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,Overseas students,98440
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,Total,248885
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Postgraduate,UK students,150445
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,Overseas students,129260
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,Total,871000
201819,Academic year,National,K02000001,United Kingdom,Male,Total,Total,Total Undergraduate,UK students,741740
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,Overseas students,252925
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,Total,1531350
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,First degree,UK students,1278425
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and Others,Overseas students,158455
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and Others,Total,287020
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Masters and Others,UK students,128565
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,Overseas students,9305
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,Total,136325
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Other Undergraduate,UK students,127025
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,Overseas students,38765
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,Total,78975
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,PhD and equivalent,UK students,40210
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Overseas students,459450
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,Total,2033670
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total,UK students,1574220
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Overseas students,197220
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,Total,365995
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Postgraduate,UK students,168775
201819,Academic year,National,K02000001,United Kingdom,Total,Total,Full-time,Total Undergraduate,Overseas students,262230
